catalog_number,model,lens,iso,focal_length,flash,f-stop,shutter_speed,dimensions,original_file_size,recorder,microphone,accessories,camera,common_name,scientific_name,photographer,date,year,rating,num_ratings,location,normalized_rating
176645701,NIKON D7500,150.0-600.0 mm f/5.0-6.3,400,600 mm,"Flash did not fire, auto",f/8.0,1/1000 sec,4675 pixels x 3117 pixels,837.84 KB,,,,,Red-necked Phalarope,Phalaropus lobatus,Darryl Ryan,2019-09-08,2019,4.9,108,North America,4.9
240716611,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS USM,320,400 mm,"Flash did not fire, auto",f/10.0,1/2000 sec,3815 pixels x 2543 pixels,857.88 KB,,,,,Tufted Puffin,Fratercula cirrhata,mario balitbit,2020-06-02,2020,4.9,138,North America,4.9
615448987,Canon EOS R5,EF100-400mm f/4.5-5.6L IS II USM,640,400 mm,Flash did not fire,f/6.3,1/3200 sec,4373 pixels x 2915 pixels,8.04 MB,,,,,Black-footed Albatross,Phoebastria nigripes,Hao Zheng,2024-02-28,2024,4.9,50,Asia,4.9
615382006,NIKON Z 5,NIKKOR Z 24-200mm f/4-6.3 VR,320,200 mm,"Flash fired, return detected",f/6.3,1/200 sec,3578 pixels x 2389 pixels,3.33 MB,,,,,Indian Scops-Owl,Otus bakkamoena,Rahul Panda,2020-01-16,2020,4.9,29,Asia,4.9
408409281,Canon EOS 5D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,800,600 mm,Flash did not fire,f/6.3,1/160 sec,3850 pixels x 2567 pixels,5.14 MB,,,,,Pine Warbler,Setophaga pinus,Pavel Hanc,2022-01-22,2022,4.9,58,North America,4.9
615997605,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,320,562 mm,Flash did not fire,f/7.1,1/1250 sec,1920 pixels x 1079 pixels,534.93 KB,,,,,Common Murre,Uria aalge,Bruno García,2024-02-03,2024,4.9,21,Europe,4.9
167189691,NIKON D500,500.0 mm f/4.0,160,500 mm,Flash did not fire,f/4.0,1/1250 sec,2548 pixels x 1904 pixels,563.71 KB,,,,,Neotropic Cormorant,Nannopterum brasilianum,William Richards,2019-04-22,2019,4.9,41,North America,4.9
115751371,Canon PowerShot SX60 HS,,160,226.6 mm,"Flash did not fire, auto",f/6.3,1/1000 sec,4608 pixels x 3456 pixels,4.25 MB,,,,,Vermilion Flycatcher,Pyrocephalus rubinus,Daniel Clark,2018-09-20,2018,4.9,145,North America,4.9
624087355,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,2500,500 mm,Flash did not fire,f/7.1,1/800 sec,3358 pixels x 2240 pixels,1.76 MB,,,,,Little Owl,Athene noctua,Jaap Velden,2024-09-14,2024,4.9,61,Africa,4.9
421565491,Canon EOS 5D Mark IV,EF100-400mm f/4.5-5.6L IS II USM,3200,400 mm,Flash did not fire,f/7.1,1/500 sec,2500 pixels x 1666 pixels,1.81 MB,,,,,Ground Parrot,Pezoporus wallicus,Lachlan Hall,2022-02-24,2022,4.9,153,Australia,4.9
468411351,Canon EOS 70D,100-400mm F5-6.3 DG OS HSM | Contemporary 017,250,400 mm,Flash did not fire,f/6.3,1/500 sec,1330 pixels x 887 pixels,254.53 KB,,,,,Black-throated Gray Warbler,Setophaga nigrescens,Samuelle Simard-Provencal 🐋,2022-07-18,2022,4.9,111,North America,4.9
423304341,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,12800,500 mm,Flash did not fire,f/7.1,1/2000 sec,1920 pixels x 1080 pixels,1.63 MB,,,,,Anna's Hummingbird,Calypte anna,Patricia Rose,2022-03-07,2022,4.9,130,North America,4.9
357640671,NIKON D3500,150.0-600.0 mm f/5.0-6.3,4000,350 mm,Flash did not fire,f/5.6,1/640 sec,6000 pixels x 3590 pixels,7.99 MB,,,,,Eastern Screech-Owl,Megascops asio,Ty Allen,2021-07-29,2021,4.9,62,North America,4.9
617709203,Canon EOS R6m2,RF100-500mm F4.5-7.1 L IS USM,500,500 mm,Flash did not fire,f/8.0,1/800 sec,3650 pixels x 2053 pixels,5.06 MB,,,,,Yellow-tufted Honeyeater,Lichenostomus melanops,Jack Armstrong,2024-04-21,2024,4.9,73,Australia,4.9
375332791,NIKON D500,,320,500 mm,Flash did not fire,f/5.6,1/320 sec,5019 pixels x 3346 pixels,8.34 MB,,,,,Kirtland's Warbler,Setophaga kirtlandii,Jonathan Irons,2021-10-05,2021,4.9,117,North America,4.9
354736221,Canon PowerShot SX60 HS,,160,170.6 mm,Flash did not fire,f/5.6,1/800 sec,4608 pixels x 3456 pixels,3 MB,,,,,Purple Heron,Ardea purpurea,Daniel Melamed,2021-07-16,2021,4.9,62,Asia,4.9
167034921,Canon PowerShot SX50 HS,4.3-215.0 mm,400,198.5 mm,"Flash fired, red-eye reduction",f/6.5,1/60 sec,1600 pixels x 1200 pixels,2.05 MB,,,,,Lesser Nighthawk,Chordeiles acutipennis,Aquiles Brinco,2019-06-30,2019,4.9,62,North America,4.9
402112381,ILCE-7M3,FE 100-400mm F4.5-5.6 GM OSS,6400,400 mm,Flash did not fire,f/5.6,1/800 sec,3057 pixels x 2038 pixels,2.76 MB,,,,,Collared Redstart,Myioborus torquatus,Maina Handmaker,2022-01-03,2022,4.9,108,North America,4.9
504539241,Canon EOS R6,RF100-500mm F4.5-7.1 L IS USM,6400,500 mm,Flash did not fire,f/8.0,1/250 sec,3057 pixels x 2038 pixels,814.72 KB,,,,,Brazilian Ruby,Heliodoxa rubricauda,Arthur Grosset,2022-10-13,2022,4.9,31,South America,4.9
507191441,NIKON Z 9,VR 200-500mm f/5.6E,500,500 mm,Flash did not fire,f/6.3,1/2000 sec,3741 pixels x 2574 pixels,4.95 MB,,,,,Red-tailed Hawk,Buteo jamaicensis,Frederik Gustavsson,2022-11-24,2022,4.9,41,North America,4.9
413920091,COOLPIX P950,,800,89.2 mm,Flash did not fire,f/5.0,1/40 sec,4608 pixels x 3456 pixels,3.56 MB,,,,,Northern Saw-whet Owl,Aegolius acadicus,Suzy Wright,2022-02-07,2022,4.9,50,North America,4.9
188924371,NIKON D500,300.0 mm f/4.0,200,300 mm,Flash did not fire,f/4.0,1/160 sec,4244 pixels x 3395 pixels,7.73 MB,,,,,Green-headed Tanager,Tangara seledon,Nic Allen,2019-07-20,2019,4.9,297,South America,4.9
337276301,NIKON D500,,250,600 mm,Flash did not fire,f/6.3,1/800 sec,1024 pixels x 696 pixels,383.81 KB,,,,,Daurian Starling,Agropsar sturninus,Dmitry Korobov,2021-05-10,2021,4.9,21,Asia,4.9
594411531,NIKON D850,200.0-500.0 mm f/5.6,140,500 mm,Flash did not fire,f/5.6,1/1000 sec,4600 pixels x 3286 pixels,9.1 MB,,,,,Common Merganser,Mergus merganser,Kevin Zhong,2023-07-15,2023,4.9,49,North America,4.9
347740821,DC-G9,LEICA DG 100-400/F4.0-6.3,320,400 mm,Flash did not fire,f/6.3,1/640 sec,2283 pixels x 1522 pixels,2.28 MB,,,,,Anna's Hummingbird,Calypte anna,Grace Oliver,2021-05-28,2021,4.9,79,North America,4.9
534649771,Canon EOS 90D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,3200,531 mm,Flash did not fire,f/6.3,1/1000 sec,6960 pixels x 4640 pixels,11.02 MB,,,,,Purple-crowned Lorikeet,Psitteuteles porphyrocephalus,Zachary Flegg,2023-02-13,2023,4.9,21,Australia,4.9
487665861,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,200,400 mm,Flash did not fire,f/5.6,1/1250 sec,2968 pixels x 1979 pixels,3.71 MB,,,,,Bourke's Parrot,Neopsephotus bourkii,John  Edmond,2022-09-24,2022,4.9,21,Australia,4.9
86824031,NIKON D700,28.0-300.0 mm f/3.5-5.6,320,300 mm,Flash did not fire,f/6.3,1/640 sec,2956 pixels x 1663 pixels,2.9 MB,,,,,Black Rosy-Finch,Leucosticte atrata,Martina Nordstrand,2018-01-07,2018,4.9,493,North America,4.9
124851921,COOLPIX B700,,110,361.2 mm,"Flash did not fire, auto",f/6.5,1/250 sec,5184 pixels x 3888 pixels,3.4 MB,,,,,Striated Heron,Butorides striata,Jorge Galván,2018-11-18,2018,4.9,21,South America,4.9
88476261,Canon EOS 70D,EF100-400mm f/4.5-5.6L IS USM,400,400 mm,"Flash did not fire, auto",f/8.0,1/1600 sec,1500 pixels x 1056 pixels,996.42 KB,,,,,Black Redstart,Phoenicurus ochruros,Menderes Eyüboğlu,2017-10-25,2017,4.9,41,Asia,4.9
119783031,COOLPIX P610,,320,309.6 mm,"Flash did not fire, auto",f/6.5,1/250 sec,4608 pixels x 3456 pixels,2.69 MB,,,,,Blue-bearded Helmetcrest,Oxypogon cyanolaemus,Chris Bell,2018-01-19,2018,4.9,21,South America,4.9
611584636,ILCE-7M2,150-600mm F5-6.3 DG DN OS | Sports 021,500,600 mm,Flash did not fire,f/6.3,1/1600 sec,2957 pixels x 1971 pixels,1.53 MB,,,,,Upland Goose,Chloephaga picta,Angélica Almonacid,2023-11-25,2023,4.9,100,South America,4.9
99723991,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM +1.4x III,400,560 mm,"Flash did not fire, auto",f/8.0,1/1600 sec,1592 pixels x 1061 pixels,1.2 MB,,,,,Red-backed Kingfisher,Todiramphus pyrrhopygius,Gus  Go,2018-05-11,2018,4.9,20,Australia,4.9
182493621,NIKON D850,,400,500 mm,Flash did not fire,f/5.6,1/640 sec,1942 pixels x 1349 pixels,1.38 MB,,,,,Philadelphia Vireo,Vireo philadelphicus,Bill Thompson,2019-10-14,2019,4.9,87,North America,4.9
592481491,Canon EOS 5D Mark III,150-600mm F5-6.3 DG OS HSM | Contemporary 015,1000,600 mm,Flash did not fire,f/6.3,1/800 sec,4150 pixels x 2964 pixels,1.22 MB,,,,,Black Tern,Chlidonias niger,Josiah Vandenberg,2023-07-08,2023,4.9,203,North America,4.9
286431841,COOLPIX P950,,400,499.8 mm,Flash did not fire,f/6.5,0.01 sec,4164 pixels x 3456 pixels,1.18 MB,,,,,Turquoise Cotinga,Cotinga ridgwayi,Mercedes Alpizar,2020-12-05,2020,4.9,51,North America,4.9
223110621,Canon PowerShot SX60 HS,3.8-247.0 mm,100,221.1 mm,"Flash did not fire, auto",f/6.3,1/500 sec,2972 pixels x 1981 pixels,517.92 KB,,,,,Torrent Duck,Merganetta armata,Maria del Castillo,2019-02-04,2019,4.9,21,South America,4.9
394299201,ILCE-7M3,FE 200-600mm F5.6-6.3 G OSS,640,600 mm,Flash did not fire,f/6.3,1/320 sec,3109 pixels x 2332 pixels,4.51 MB,,,,,Stork-billed Kingfisher,Pelargopsis capensis,Frank Chen,2021-12-08,2021,4.9,31,Asia,4.9
504430141,NIKON D850,200.0-500.0 mm f/5.6,800,500 mm,Flash did not fire,f/5.6,1/1250 sec,2244 pixels x 1496 pixels,1.76 MB,,,,,Beach Thick-knee,Esacus magnirostris,Wachara  Sanguansombat,2022-11-11,2022,4.9,20,Asia,4.9
243623671,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM +1.4x III,640,560 mm,"Flash did not fire, auto",f/8.0,1/1600 sec,2890 pixels x 2121 pixels,1.34 MB,,,,,Red-eyed Vireo,Vireo olivaceus,Denise  McIsaac,2020-06-14,2020,4.9,78,North America,4.9
278619281,NIKON D500,,400,500 mm,Flash did not fire,f/5.6,1/320 sec,1920 pixels x 1080 pixels,601.57 KB,,,,,Eurasian Wren (Eurasian),Troglodytes troglodytes [troglodytes Group],Kuzey Cem Kulaçoğlu,2020-11-05,2020,4.9,125,Asia,4.9
228108621,NIKON D850,500.0 mm f/5.6,800,700 mm,Flash did not fire,f/8.0,1/500 sec,3178 pixels x 2396 pixels,4.57 MB,,,,,Virginia Rail,Rallus limicola,Cristina Araya,2020-04-26,2020,4.9,232,North America,4.9
160194971,NIKON D750,,1000,420 mm,"Flash did not fire, auto",f/7.1,1/320 sec,4016 pixels x 6016 pixels,11.22 MB,,,,,Lesser Frigatebird,Fregata ariel,Latha  Prabhakaran,2017-09-08,2017,4.9,20,Asia,4.9
569677611,Canon EOS R7,RF100-400mm F5.6-8 IS USM,500,400 mm,Flash did not fire,f/8.0,1/250 sec,2048 pixels x 1365 pixels,918.45 KB,,,,,Willow Ptarmigan,Lagopus lagopus,Gavin McKinnon,2023-05-09,2023,4.9,40,North America,4.9
627372504,ILCE-7M4,FE 300mm F2.8 GM OSS,5000,300 mm,Flash did not fire,f/2.8,1/1000 sec,4044 pixels x 2696 pixels,8.51 MB,,,,,Golden-crowned Kinglet,Regulus satrapa,Devin Pitts,2024-12-10,2024,4.9,40,North America,4.9
467639421,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,4000,500 mm,Flash did not fire,f/7.1,1/80 sec,3086 pixels x 1736 pixels,3.88 MB,,,,,Whitehead's Broadbill,Calyptomena whiteheadi,Charmain Ang,2022-07-11,2022,4.9,20,Asia,4.9
268024531,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,1600,400 mm,Flash did not fire,f/5.6,1/1250 sec,2477 pixels x 1651 pixels,2.39 MB,,,,,Golden Whistler (Eastern),Pachycephala pectoralis [pectoralis Group],Scott Eaton,2020-10-04,2020,4.9,42,Australia,4.9
471559841,NIKON D500,200.0-500.0 mm f/5.6,800,400 mm,Flash did not fire,f/11.0,1/4000 sec,3111 pixels x 2074 pixels,375.74 KB,,,,,Western Barn Owl,Tyto alba,Itamar Donitza,2022-07-29,2022,4.9,120,Asia,4.9
489977711,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,1600,223 mm,Flash did not fire,f/8.0,1/4000 sec,5565 pixels x 3712 pixels,7.68 MB,,,,,Streaked Shearwater,Calonectris leucomelas,Liang-Hsien 亮賢 Chiang 江,2022-10-01,2022,4.9,21,Asia,4.9
592799341,NIKON D850,,640,500 mm,Flash did not fire,f/5.6,1/3200 sec,1720 pixels x 1147 pixels,1.12 MB,,,,,Eastern Kingbird,Tyrannus tyrannus,Vern Wilkins 🦉,2023-07-09,2023,4.9,49,North America,4.9
415306831,Canon PowerShot SX70 HS,3.8-247mm,100,125 mm,Flash did not fire,f/6.3,1/250 sec,5184 pixels x 3888 pixels,5.52 MB,,,,,Gray-headed Fish-Eagle,Icthyophaga ichthyaetus,Danidu Geeganage,2021-12-25,2021,4.9,90,Asia,4.9
297197491,NIKON D500,200.0-500.0 mm f/5.6,2000,500 mm,Flash did not fire,f/9.0,1/1250 sec,5568 pixels x 3132 pixels,3.47 MB,,,,,River Tern,Sterna aurantia,Rathish  RL,2021-01-10,2021,4.9,20,Asia,4.9
409983091,NIKON D850,500.0 mm f/5.6,125,500 mm,Flash did not fire,f/5.6,1/500 sec,2048 pixels x 1365 pixels,765.36 KB,,,,,Eurasian Wigeon,Mareca penelope,Cynthia  Case,2022-01-26,2022,4.9,73,North America,4.9
405469641,Canon EOS R6,EF500mm f/4L IS II USM +1.4x III,1600,700 mm,Flash did not fire,f/5.6,1/1600 sec,3662 pixels x 2441 pixels,1.1 MB,,,,,Iceland Gull,Larus glaucoides,Brian Stahls,2022-01-13,2022,4.9,474,North America,4.9
582532401,Canon PowerShot SX60 HS,,200,247 mm,Flash did not fire,f/6.5,1/160 sec,1467 pixels x 2200 pixels,3.07 MB,,,,,Little Owl,Athene noctua,Juan Carlos Milán,2023-06-08,2023,4.9,42,Europe,4.9
274821691,NIKON D7200,500.0 mm f/4.0,800,500 mm,Flash did not fire,f/5.0,1/400 sec,1200 pixels x 857 pixels,293.36 KB,,,,,Winter Wren,Troglodytes hiemalis,mark kraus,2020-10-25,2020,4.9,50,North America,4.9
453548051,NIKON Z 7,500.0 mm f/4.0,64,500 mm,Flash did not fire,f/4.0,1/250 sec,2000 pixels x 1333 pixels,1.96 MB,,,,,King Vulture,Sarcoramphus papa,Su Li,2022-05-06,2022,4.9,81,North America,4.9
100283261,NIKON D5300,200.0-500.0 mm f/5.6,450,500 mm,Flash did not fire,f/5.6,1/1000 sec,3805 pixels x 2736 pixels,6.59 MB,,,,,Red-necked Grebe,Podiceps grisegena,Kathrine Burgsma,2018-05-14,2018,4.9,70,North America,4.9
503716051,NIKON Z 7_2,AF-S NIKKOR 500mm f/5.6E PF ED VR,400,500 mm,Flash did not fire,f/10.0,1/640 sec,5526 pixels x 3684 pixels,2.15 MB,,,,,Neotropic Cormorant,Nannopterum brasilianum,Simon Tolzmann,2022-08-13,2022,4.9,97,North America,4.9
547526821,Canon EOS R3,EF200-400mm f/4L IS USM EXT,20000,560 mm,Flash did not fire,f/11.0,1/350 sec,4204 pixels x 2935 pixels,4.88 MB,,,,,Fynbos Buttonquail,Turnix hottentottus,Yves Gisseleire,2023-03-05,2023,4.9,21,Africa,4.9
321016731,NIKON D7200,TAMRON SP AF 150-600mm F5-6.3 VC USD A011N,800,250 mm,Flash did not fire,f/5.6,1/4000 sec,4255 pixels x 2837 pixels,5.52 MB,,,,,Alpine Swift,Tachymarptis melba,Fátima Garrido Ceacero,2021-03-21,2021,4.9,108,Europe,4.9
362413861,Canon EOS 7D Mark II,EF300mm f/2.8L IS USM,1000,300 mm,Flash did not fire,f/6.3,1/500 sec,4558 pixels x 3038 pixels,7.35 MB,,,,,Eastern Phoebe,Sayornis phoebe,Gang Wu,2021-08-19,2021,4.9,102,North America,4.9
179121831,DSC-RX10M4,8.8-220mm f/2.4-4.0,800,220 mm,"Flash did not fire, auto",f/4.0,1/250 sec,4471 pixels x 2981 pixels,3.43 MB,,,,,Rufous-tailed Jacamar,Galbula ruficauda,Bobby Wilcox,2019-09-09,2019,4.9,20,South America,4.9
512445881,Canon EOS 80D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,2500,600 mm,Flash did not fire,f/7.1,0.02 sec,4458 pixels x 3344 pixels,1.23 MB,,,,,Blue-throated Flycatcher,Cyornis rubeculoides,Mahim B,2022-12-09,2022,4.9,31,Asia,4.9
407585271,COOLPIX P1000,,200,503 mm,Flash did not fire,f/8.0,1/500 sec,4608 pixels x 3456 pixels,702.62 KB,,,,,House Bunting,Emberiza sahari,ANDRÉS SERRANO LAVADO,2022-01-19,2022,4.9,29,Europe,4.9
94228131,Canon EOS-1D X Mark II,EF500mm f/4L IS II USM +1.4x III,6400,700 mm,"Flash did not fire, auto",f/7.1,1/2000 sec,2114 pixels x 1574 pixels,348.22 KB,,,,,Worm-eating Warbler,Helmitheros vermivorum,Charles Lyon,2018-04-08,2018,4.9,40,North America,4.9
431436791,COOLPIX P1000,,200,234 mm,Flash did not fire,f/5.6,1/800 sec,4608 pixels x 3456 pixels,1.34 MB,,,,,Whimbrel,Numenius phaeopus,Michal Serdahely,2021-08-18,2021,4.9,21,Africa,4.9
150033931,Canon EOS 7D Mark II,,400,500 mm,"Flash did not fire, auto",f/8.0,1/800 sec,1100 pixels x 1100 pixels,1.11 MB,,,,,Eastern Phoebe,Sayornis phoebe,Allen Woodliffe,2019-04-09,2019,4.9,40,North America,4.9
248364381,NIKON D500,,800,600 mm,Flash did not fire,f/14.0,1/2000 sec,3441 pixels x 2294 pixels,3.48 MB,,,,,Gray Goshawk,Tachyspiza novaehollandiae,Ken Crawley,2020-07-09,2020,4.9,48,Australia,4.9
611799393,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,3200,363 mm,Flash did not fire,f/7.1,1/1250 sec,6536 pixels x 4357 pixels,19.14 MB,,,,,American Bittern,Botaurus lentiginosus,Mikey  Lutmerding,2023-12-02,2023,4.9,182,North America,4.9
386733681,NIKON D5500,150.0-600.0 mm f/5.0-6.3,1800,600 mm,Flash did not fire,f/7.1,1/4000 sec,4367 pixels x 2911 pixels,6.09 MB,,,,,White-sided Hillstar,Oreotrochilus leucopleurus,Benjamin Figueroa,2021-11-06,2021,4.9,62,South America,4.9
620416367,NIKON D500,500.0 mm f/5.6,1600,500 mm,Flash did not fire,f/5.6,1/1000 sec,4068 pixels x 2712 pixels,3.3 MB,,,,,Yellow Rail,Coturnicops noveboracensis,Lev Frid,2024-06-14,2024,4.9,77,North America,4.9
620127287,ILCE-1,FE 600mm F4 GM OSS,320,600 mm,Flash did not fire,f/4.0,1/1250 sec,1838 pixels x 1607 pixels,902.38 KB,,,,,Brown Booby,Sula leucogaster,Donald Estep,2024-06-06,2024,4.9,69,North America,4.9
525922251,NIKON D500,,4000,500 mm,Flash did not fire,f/6.3,1/800 sec,4414 pixels x 2946 pixels,2.8 MB,,,,,Barnacle Goose,Branta leucopsis,Dan O'Brien,2023-01-19,2023,4.9,39,North America,4.9
493305361,DC-G9,,3200,300 mm,Flash did not fire,f/5.7,0.04 sec,5184 pixels x 3888 pixels,7.13 MB,,,,,Golden Bowerbird,Prionodura newtoniana,Jenny Stiles,2022-09-30,2022,4.9,39,Australia,4.9
181954171,Canon EOS 7D,,250,500 mm,"Flash did not fire, auto",f/8.0,1/640 sec,3936 pixels x 2106 pixels,2.33 MB,,,,,Red Knot,Calidris canutus,Nathan Tea,2019-10-12,2019,4.89,70,North America,4.89
612916664,Canon EOS R7,RF100-400mm F5.6-8 IS USM,2000,400 mm,Flash did not fire,f/8.0,1/400 sec,6012 pixels x 3382 pixels,8.31 MB,,,,,Common Eider,Somateria mollissima,Gonzalo Pardo,2023-12-31,2023,4.89,122,Europe,4.89
473349141,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,800,400 mm,Flash did not fire,f/5.6,1/640 sec,3668 pixels x 2666 pixels,1.29 MB,,,,,Purple Gallinule,Porphyrio martinica,Anne Ruben,2022-08-07,2022,4.89,130,North America,4.89
525515771,COOLPIX P950,,100,250 mm,Flash did not fire,f/6.3,1/400 sec,3500 pixels x 2524 pixels,6.21 MB,,,,,Black Redstart,Phoenicurus ochruros,Alfonso Rodrigo,2023-01-18,2023,4.89,79,Europe,4.89
237840431,Canon EOS REBEL T3i,EF100-400mm f/4.5-5.6L IS II USM,1250,400 mm,"Flash did not fire, auto",f/5.6,1/250 sec,1600 pixels x 932 pixels,404.39 KB,,,,,Spot-breasted Wren,Pheugopedius maculipectus,Rolando Chávez,2016-08-20,2016,4.89,46,North America,4.89
532868401,NIKON D3500,,100,480 mm,Flash did not fire,f/6.3,1/640 sec,2256 pixels x 2910 pixels,709.06 KB,,,,,Asian Woolly-necked Stork,Ciconia episcopus,Hemant Kumar,2023-02-04,2023,4.89,28,Asia,4.89
192598811,NIKON D7500,200.0-500.0 mm f/5.6,1000,500 mm,"Flash did not fire, auto",f/5.6,1/125 sec,2163 pixels x 1442 pixels,1.53 MB,,,,,Blue-throated Goldentail,Chlorestes eliciae,Maria Jose Lou,2019-11-30,2019,4.89,47,North America,4.89
586485671,COOLPIX P1000,,140,,Flash did not fire,,,3985 pixels x 2989 pixels,1.63 MB,,,,,Peruvian Booby,Sula variegata,Saskia Hostens,2023-06-17,2023,4.89,36,South America,4.89
215424991,NIKON D90,,800,500 mm,Flash did not fire,f/5.6,1/1000 sec,4288 pixels x 2848 pixels,2.38 MB,,,,,Sandhill Crane,Antigone canadensis,Oliver Patrick,2019-07-15,2019,4.89,132,North America,4.89
600146601,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,1250,500 mm,Flash did not fire,f/9.0,1/1000 sec,3208 pixels x 2139 pixels,2.05 MB,,,,,Least Flycatcher,Empidonax minimus,Alan Knowles,2023-08-03,2023,4.89,37,North America,4.89
46364181,Canon EOS 60D,200-500mm,800,500 mm,"Flash did not fire, auto",f/7.1,1/1250 sec,2989 pixels x 1993 pixels,3.06 MB,,,,,Greater Sage-Grouse,Centrocercus urophasianus,Matthew Pendleton,2016-03-25,2016,4.89,479,North America,4.89
611051239,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,3200,500 mm,Flash did not fire,f/7.1,1/1250 sec,6187 pixels x 4640 pixels,7.3 MB,,,,,Eurasian Blue Tit,Cyanistes caeruleus,Elizabeth Seddon,2023-11-11,2023,4.89,106,Europe,4.89
265591431,COOLPIX P900,,100,80.3 mm,Flash did not fire,f/5.0,1/1600 sec,1440 pixels x 1080 pixels,203.33 KB,,,,,Brown Booby,Sula leucogaster,Scott Fox,2020-09-25,2020,4.89,89,Australia,4.89
466213831,NIKON D500,,1600,500 mm,Flash did not fire,f/14.0,1/1250 sec,3063 pixels x 2042 pixels,1.47 MB,,,,,Southern Lapwing,Vanellus chilensis,Tori Martel,2022-07-09,2022,4.89,53,North America,4.89
266383381,NIKON D7200,,800,300 mm,Flash did not fire,f/6.3,1/500 sec,1024 pixels x 661 pixels,377.58 KB,,,,,Blue-tufted Starthroat,Heliomaster furcifer,Sergio  Saldaña,2020-09-26,2020,4.89,35,South America,4.89
174956181,PENTAX K-5,smc PENTAX-DA* 300mm F4 ED [IF] SDM,400,300 mm,"Flash did not fire, auto",f/6.3,1/640 sec,3372 pixels x 2528 pixels,1.59 MB,,,,,Bank Swallow,Riparia riparia,François Martin,2019-08-06,2019,4.89,64,North America,4.89
117224641,Canon EOS 7D Mark II,EF400mm f/5.6L USM,640,400 mm,"Flash did not fire, auto",f/7.1,1/1250 sec,4150 pixels x 2767 pixels,5.58 MB,,,,,Ruby-topaz Hummingbird,Chrysolampis mosquitus,Daniel Orozco Montoya,2018-09-30,2018,4.89,63,South America,4.89
627330217,NIKON Z 8,NIKKOR Z 180-600mm f/5.6-6.3 VR,4500,600 mm,Flash did not fire,f/6.3,1/200 sec,2813 pixels x 1874 pixels,4.7 MB,,,,,Snowy Owl,Bubo scandiacus,Mark Noll,2024-12-04,2024,4.89,36,North America,4.89
530094461,ILCE-7RM4,FE 200-600mm F5.6-6.3 G OSS,1600,600 mm,Flash did not fire,f/6.3,1/160 sec,7232 pixels x 4582 pixels,5.72 MB,,,,,Sora,Porzana carolina,Sabine Jessen,2023-01-30,2023,4.89,55,North America,4.89
393787741,NIKON D500,,2000,600 mm,Flash did not fire,f/7.1,1/400 sec,4107 pixels x 2738 pixels,11.66 MB,,,,,Splendid Fairywren,Malurus splendens,Alfred & Hidi Lau,2021-12-06,2021,4.89,36,Australia,4.89
468717111,Canon EOS 7D,EF400mm f/5.6L USM,1250,400 mm,Flash did not fire,f/6.3,1/640 sec,4632 pixels x 3092 pixels,11.72 MB,,,,,Gray-breasted Mountain-Toucan,Andigena hypoglauca,Adam Sell,2022-07-19,2022,4.89,90,South America,4.89
87243741,NIKON D610,300.0 mm f/4.0,250,420 mm,"Flash did not fire, auto",f/5.6,1/2000 sec,3377 pixels x 2263 pixels,781.02 KB,,,,,American Robin,Turdus migratorius,Daniel Irons,2018-02-21,2018,4.89,189,North America,4.89
53545761,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,160,400 mm,"Flash did not fire, auto",f/5.6,1/640 sec,2000 pixels x 1333 pixels,1.33 MB,,,,,Scissor-tailed Flycatcher,Tyrannus forficatus,Ryan Shaw,2016-12-29,2016,4.89,149,North America,4.89
245189431,Canon EOS 7D Mark II,EF400mm f/5.6L USM,800,400 mm,"Flash did not fire, auto",f/6.3,1/2500 sec,2101 pixels x 1401 pixels,1.83 MB,,,,,Mississippi Kite,Ictinia mississippiensis,Byron Stone,2015-05-12,2015,4.89,45,North America,4.89
438159431,Canon EOS 70D,EF100-400mm f/4.5-5.6L IS USM,640,400 mm,Flash did not fire,f/8.0,1/500 sec,4240 pixels x 2882 pixels,2.6 MB,,,,,Prothonotary Warbler,Protonotaria citrea,Ryan Justice,2022-04-21,2022,4.89,150,North America,4.89
347930501,NIKON D850,500.0 mm f/4.0,320,500 mm,Flash did not fire,f/8.0,1/1000 sec,3840 pixels x 2160 pixels,3.39 MB,,,,,White-throated Kingfisher,Halcyon smyrnensis,Ferit Başbuğ,2021-06-04,2021,4.89,82,Asia,4.89
