catalog_number,model,lens,iso,focal_length,flash,f-stop,shutter_speed,dimensions,original_file_size,recorder,microphone,accessories,camera,common_name,scientific_name,photographer,date,year,rating,num_ratings,location
78802371,Canon EOS 7D Mark II,TAMRON SP 150-600mm F/5-6.3 Di VC USD A011,3200,428 mm,"Flash did not fire, auto",f/8.0,1/500 sec,1920 pixels x 1280 pixels,1.99 MB,,,,,Sunbittern,Eurypyga helias,Jesse Huth,2017-10-04,2017,4.69,36,South America
92006241,NIKON D7000,200.0-500.0 mm f/5.6,400,500 mm,"Flash did not fire, auto",f/5.6,1/1600 sec,3260 pixels x 2159 pixels,1.36 MB,,,,,Plum-headed Parakeet,Psittacula cyanocephala,Mohinder Singh Jamwal,2018-03-30,2018,4.69,32,Asia
609429271,COOLPIX P900,,800,321 mm,Flash did not fire,f/6.3,1/125 sec,4608 pixels x 3456 pixels,6.31 MB,,,,,Gray Catbird,Dumetella carolinensis,Kristy Brig,2023-09-24,2023,4.69,170,North America
41196001,NIKON D7200,300mm f/2.8,800,420 mm,"Flash did not fire, auto",f/4.5,1/1600 sec,2500 pixels x 1667 pixels,1.04 MB,,,,,Pied Harrier,Circus melanoleucos,Chin Yuan Pai,2016-11-22,2016,4.69,29,Asia
50742881,Canon EOS 70D,EF400mm f/5.6L USM,2500,400 mm,"Flash did not fire, auto",f/6.3,1/320 sec,3925 pixels x 2865 pixels,6.04 MB,,,,,Cooper's Hawk,Astur cooperii,Chris McCreedy - no playbacks,2017-03-10,2017,4.69,93,North America
170304321,Canon EOS REBEL T5i,EF70-300mm f/4-5.6L IS USM,100,300 mm,"Flash did not fire, auto",f/5.6,1/1000 sec,1523 pixels x 1015 pixels,743.61 KB,,,,,Sharp-tailed Tyrant,Culicivora caudacuta,Estevão Freitas Santos,2019-07-22,2019,4.69,26,South America
244300611,COOLPIX P900,,,116 mm,"Flash did not fire, auto",,,1440 pixels x 1080 pixels,739.65 KB,,,,,Sabine's Gull,Xema sabini,Juan jose gonzalez,2019-09-16,2019,4.69,42,Europe
205014781,NIKON D7100,150.0-600.0 mm f/5.0-6.3,400,600 mm,"Flash did not fire, auto",f/6.3,1/800 sec,1600 pixels x 1089 pixels,272.37 KB,,,,,Pheasant-tailed Jacana,Hydrophasianus chirurgus,Éric Francois Roualet,2016-11-11,2016,4.68,22,Asia
488021131,Canon EOS R6,RF100-500mm F4.5-7.1 L IS USM + EXTENDER RF1.4x,1250,700 mm,Flash did not fire,f/10.0,1/400 sec,2048 pixels x 1357 pixels,1.05 MB,,,,,Common Kingfisher,Alcedo atthis,Akshat K,2022-09-24,2022,4.68,22,Asia
421625501,ILCE-7M4,FE 200-600mm F5.6-6.3 G OSS,3200,600 mm,Flash did not fire,f/7.1,1/1600 sec,5399 pixels x 3600 pixels,8.84 MB,,,,,Bengal Florican,Houbaropsis bengalensis,NEJIB AHMED,2022-02-25,2022,4.68,34,Asia
536060521,Canon EOS R7,,1600,403 mm,Flash did not fire,f/8.0,1/3200 sec,2494 pixels x 1663 pixels,545.82 KB,,,,,White-winged Redstart,Phoenicurus erythrogastrus,Padma Gyalpo,2023-02-17,2023,4.68,25,Asia
257513631,COOLPIX P900,,140,428.4 mm,Flash did not fire,f/6.5,1/500 sec,1530 pixels x 1000 pixels,679.15 KB,,,,,Strange-tailed Tyrant,Alectrurus risora,Aves-del-Taragüí/ Diego Demarco,2020-08-23,2020,4.68,22,South America
101880971,Canon PowerShot SX60 HS,,800,247 mm,"Flash did not fire, auto",f/6.5,1/125 sec,3456 pixels x 4608 pixels,3.74 MB,,,,,Indian Peafowl,Pavo cristatus,Selvaganesh K,2018-05-25,2018,4.68,38,Asia
206210821,Canon EOS 70D,120-400mm,1250,273 mm,"Flash did not fire, auto",f/5.6,1/640 sec,900 pixels x 600 pixels,177.28 KB,,,,,Siberian Grouse,Falcipennis falcipennis,Alexander Yakovlev,2015-05-14,2015,4.68,22,Asia
63467691,Canon EOS 7D,EF400mm f/5.6L USM,1250,400 mm,"Flash did not fire, auto",f/8.0,1/640 sec,3654 pixels x 2436 pixels,1.84 MB,,,,,Common Reed Warbler,Acrocephalus scirpaceus,Paul Bourdin,2017-07-16,2017,4.68,22,Europe
73551451,Canon EOS 7D Mark II,EF400mm f/5.6L USM,2000,400 mm,"Flash did not fire, auto",f/5.6,1/160 sec,3218 pixels x 2047 pixels,2.43 MB,,,,,Verditer Flycatcher,Eumyias thalassinus,abhishek ravindra,2017-10-29,2017,4.68,25,Asia
142870181,Canon EOS 7D Mark II,EF400mm f/5.6L USM,640,400 mm,"Flash did not fire, auto",f/5.6,1/320 sec,3526 pixels x 2967 pixels,5.5 MB,,,,,Eurasian Hoopoe,Upupa epops,Andrew Steele,2015-10-08,2015,4.68,37,Europe
21480141,NIKON D800,600.0 mm f/4.0,800,600 mm,"Flash did not fire, auto",f/5.0,1/200 sec,1280 pixels x 853 pixels,1.46 MB,,,,,Temminck's Tragopan,Tragopan temminckii,Wayne Wu,2015-04-17,2015,4.68,25,Asia
465001181,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Sports 014,5000,600 mm,Flash did not fire,f/7.1,1/1000 sec,5472 pixels x 3648 pixels,7.79 MB,,,,,Rose Robin,Petroica rosea,John Cantwell,2022-07-05,2022,4.68,28,Australia
55123341,COOLPIX P900,,280,357 mm,"Flash did not fire, auto",f/6.5,1/500 sec,1000 pixels x 750 pixels,592.91 KB,,,,,Melodious Warbler,Hippolais polyglotta,Cesar Clemente,2017-04-18,2017,4.67,27,Europe
42106461,NIKON D500,,7200,500 mm,Flash did not fire,f/4.5,1/1000 sec,1200 pixels x 675 pixels,261.98 KB,,,,,Red-breasted Goose,Branta ruficollis,Murat SALTIK,2016-12-09,2016,4.67,30,Asia
611565591,Canon EOS 90D,EF100-400mm f/4.5-5.6L IS II USM,6400,400 mm,Flash did not fire,f/5.6,1/1250 sec,2072 pixels x 1381 pixels,1.84 MB,,,,,Costa's Hummingbird,Calypte costae,Kalpesh Krishna,2023-11-24,2023,4.67,114,North America
42947131,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,320,400 mm,"Flash did not fire, auto",f/20.0,1/640 sec,864 pixels x 576 pixels,534.05 KB,,,,,Emperor Penguin,Aptenodytes forsteri,Gregory Smith,2016-12-03,2016,4.67,24,Antarctica
178365911,NIKON D5300,150.0-600.0 mm f/5.0-6.3,640,600 mm,Flash did not fire,f/9.0,1/3200 sec,1280 pixels x 853 pixels,222.7 KB,,,,,Nacunda Nighthawk,Chordeiles nacunda,Diego Kondratzky,2019-09-14,2019,4.67,27,South America
283957881,NIKON D3400,150.0-600.0 mm f/5.0-6.3,400,600 mm,Flash did not fire,f/6.3,1/400 sec,3552 pixels x 2368 pixels,4.87 MB,,,,,Black-and-rufous Warbling Finch,Poospiza nigrorufa,Gus Tavo,2020-11-28,2020,4.67,27,South America
170683051,NIKON D7200,150.0-600.0 mm f/5.0-6.3,640,600 mm,"Flash did not fire, auto",f/9.0,1/1250 sec,1000 pixels x 474 pixels,486.57 KB,,,,,Cotton Pygmy-Goose,Nettapus coromandelianus,Anne Reardon,2019-08-01,2019,4.67,24,Australia
430694221,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,400,321 mm,Flash did not fire,f/5.6,1/1600 sec,4691 pixels x 3127 pixels,8.68 MB,,,,,Eurasian Bittern,Botaurus stellaris,Zbigniew Swiacki,2021-02-24,2021,4.67,39,Europe
37012361,NIKON D600,35.0 mm f/1.4,1250,35 mm,"Flash did not fire, auto",f/6.3,1/250 sec,1274 pixels x 1000 pixels,1.07 MB,,,,,Red-flanked Bluetail,Tarsiger cyanurus,Tor Egil Høgsås,2016-10-09,2016,4.67,24,Europe
39706901,Canon EOS 7D,EF500mm f/4L IS USM,400,500 mm,"Flash did not fire, auto",f/5.6,1/800 sec,5184 pixels x 3456 pixels,372.53 KB,,,,,Lesser Crested Tern,Thalasseus bengalensis,Javier Cañadas,2016-11-12,2016,4.67,21,Europe
180705741,Canon EOS 7D Mark II,EF400mm f/5.6L USM,200,400 mm,"Flash did not fire, auto",f/5.6,1/1000 sec,3922 pixels x 2615 pixels,368.06 KB,,,,,Gray Pratincole,Glareola cinerea,Caroline Sanchez,2018-11-20,2018,4.67,21,Africa
305163221,NIKON D500,200.0-500.0 mm f/5.6,800,500 mm,Flash did not fire,f/5.6,1/8000 sec,3022 pixels x 2267 pixels,3.4 MB,,,,,Eurasian Goshawk,Astur gentilis,Ritesh Dighe,2021-02-06,2021,4.67,21,Asia
113351631,Canon EOS 7D Mark II,EF70-200mm f/2.8L IS II USM +2x III,250,400 mm,"Flash did not fire, auto",f/5.6,1/3200 sec,857 pixels x 1200 pixels,497.13 KB,,,,,Pink Cockatoo,Cacatua leadbeateri,Bob Durant,2018-08-21,2018,4.67,21,Australia
253099641,DMC-FZ300,,100,108 mm,Flash did not fire,f/2.8,1/250 sec,4000 pixels x 3000 pixels,5.83 MB,,,,,Nordmann's Greenshank,Tringa guttifer,Philipp Maleko,2019-06-17,2019,4.67,36,Asia
108896201,NIKON D7500,,320,300 mm,"Flash did not fire, auto",f/5.6,1/640 sec,4578 pixels x 3052 pixels,1.94 MB,,,,,Atlantic Puffin,Fratercula arctica,Terri Kershaw,2018-07-15,2018,4.67,42,Europe
93914051,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,1600,400 mm,"Flash did not fire, auto",f/9.0,1/125 sec,1050 pixels x 788 pixels,661.22 KB,,,,,Double-eyed Fig-Parrot,Cyclopsitta diophthalma,Keith & Lindsay Fisher,2018-04-11,2018,4.67,30,Australia
412007971,NIKON D500,500.0 mm f/5.6,1600,500 mm,Flash did not fire,f/5.6,1/640 sec,3949 pixels x 2633 pixels,2.28 MB,,,,,Velvet Scoter,Melanitta fusca,Mirosław Król,2022-01-30,2022,4.67,24,Europe
365917921,NIKON D500,,3200,380 mm,Flash did not fire,f/5.6,1/400 sec,2784 pixels x 1856 pixels,3.51 MB,,,,,Red-whiskered Bulbul,Pycnonotus jocosus,vinodh Kambalathara,2021-08-30,2021,4.67,42,Asia
608518869,Canon EOS 77D,,100,300 mm,Flash did not fire,f/6.3,1/640 sec,3479 pixels x 2296 pixels,645.72 KB,,,,,Sabine's Gull,Xema sabini,Miloslav Mišík,2023-09-05,2023,4.67,30,Europe
189376051,NIKON D5300,,400,240 mm,"Flash did not fire, auto",f/8.0,1/2000 sec,2604 pixels x 2002 pixels,2.08 MB,,,,,Cory's/Scopoli's Shearwater,Calonectris borealis/diomedea,A Emmerson,2019-10-30,2019,4.67,27,Europe
164659041,Canon EOS Rebel T6,EF70-300mm f/4-5.6 IS II USM,400,300 mm,"Flash did not fire, auto",f/5.6,1/500 sec,3637 pixels x 2424 pixels,1.07 MB,,,,,White-eared Bulbul,Pycnonotus leucotis,Adit Nehra,2019-03-19,2019,4.67,30,Asia
257100881,DMC-FZ70,,100,215 mm,Flash did not fire,f/5.9,1/640 sec,2500 pixels x 1875 pixels,290.78 KB,,,,,Carbonated Sierra Finch,Rhopospina carbonaria,Pablo Hernan Capovilla,2020-08-21,2020,4.67,21,South America
166196241,NIKON D500,,2500,500 mm,Flash did not fire,f/6.3,1/1600 sec,2190 pixels x 1460 pixels,813.45 KB,,,,,Regent Honeyeater,Anthochaera phrygia,Deborah Metters,2019-06-29,2019,4.67,33,Australia
244930341,Canon EOS 80D,EF70-200mm f/4L IS USM +2x III,1600,400 mm,"Flash did not fire, auto",f/8.0,1/6400 sec,2184 pixels x 1536 pixels,493.94 KB,,,,,Far Eastern Curlew,Numenius madagascariensis,Donna Nagiello,2020-06-22,2020,4.66,32,Australia
108092741,Canon EOS 7D Mark II,,640,300 mm,"Flash did not fire, auto",f/5.6,1/1600 sec,4813 pixels x 3319 pixels,5.06 MB,,,,,Common Ostrich,Struthio camelus,Don Roberson,2018-06-08,2018,4.66,29,Africa
227260081,Canon EOS 500D,,800,287 mm,"Flash did not fire, auto",f/6.3,1/200 sec,4752 pixels x 3168 pixels,8.33 MB,,,,,Oriental Turtle-Dove,Streptopelia orientalis,Antonio Rodriguez-Sinovas,2017-08-06,2017,4.66,32,Asia
223180331,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,160,400 mm,"Flash did not fire, auto",f/5.6,1/640 sec,1600 pixels x 900 pixels,853.34 KB,,,,,White-throated Earthcreeper,Upucerthia albigula,Brendan Ryan,2017-11-02,2017,4.66,41,South America
41919151,COOLPIX P600,,400,161.2 mm,"Flash did not fire, auto",f/5.6,0.01 sec,4608 pixels x 3456 pixels,3.75 MB,,,,,Stygian Owl,Asio stygius,Fabio Barata,2016-12-06,2016,4.66,29,South America
272945931,NIKON D500,150.0-600.0 mm f/5.0-6.3,640,600 mm,Flash did not fire,f/16.0,1/320 sec,2000 pixels x 1333 pixels,1.56 MB,,,,,Wood Warbler,Phylloscopus sibilatrix,Miquel Bonet,2019-04-21,2019,4.66,32,Europe
568832831,NIKON D5600,150.0-600.0 mm f/5.0-6.3,2000,600 mm,Flash did not fire,f/6.3,1/1250 sec,5110 pixels x 3650 pixels,11.09 MB,,,,,Demoiselle Crane,Anthropoides virgo,Dimitrios Loukas,2023-05-06,2023,4.66,32,Europe
312550441,Canon EOS 7D Mark II,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,3200,600 mm,Flash did not fire,f/6.3,1/250 sec,4277 pixels x 3291 pixels,1.9 MB,,,,,Black-necked Stork,Ephippiorhynchus asiaticus,Craig McQueen,2019-06-25,2019,4.65,55,Australia
615753955,Canon EOS 7D Mark II,EF500mm f/4L IS II USM,500,500 mm,Flash did not fire,f/5.6,1/5000 sec,4946 pixels x 3297 pixels,6.05 MB,,,,,Black-headed Gull,Chroicocephalus ridibundus,Piotr Pogoda,2024-02-29,2024,4.65,23,Africa
396767131,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM + EXTENDER RF1.4x,1000,700 mm,Flash did not fire,f/10.0,1/1600 sec,3559 pixels x 2374 pixels,928.87 KB,,,,,Nordmann's Greenshank,Tringa guttifer,Paula Bowler,2021-12-16,2021,4.65,31,Australia
329258941,Canon EOS 5D Mark IV,EF100-400mm f/4.5-5.6L IS II USM +1.4x III,1600,476 mm,Flash did not fire,f/8.0,1/160 sec,2400 pixels x 1800 pixels,2.8 MB,,,,,Papuan Eclectus,Eclectus polychloros,Mark and Bron Horvath,2021-04-23,2021,4.65,26,Australia
466586041,COOLPIX P1000,,400,270 mm,Flash did not fire,f/5.6,1/500 sec,3961 pixels x 2228 pixels,2.51 MB,,,,,Little Bittern,Botaurus minutus,Patrik Spáčil,2022-07-11,2022,4.65,26,Europe
84178031,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,100,340 mm,"Flash did not fire, auto",f/5.6,1/640 sec,3101 pixels x 1920 pixels,2.05 MB,,,,,Amur Stonechat,Saxicola stejnegeri,Paul Farrell,2015-02-23,2015,4.65,26,Asia
168008911,COOLPIX P600,,180,258 mm,"Flash did not fire, auto",f/6.5,1/250 sec,4608 pixels x 3456 pixels,2.73 MB,,,,,Siberian Stonechat,Saxicola maurus,Mahathi Narayanaswamy,2018-12-25,2018,4.65,26,Asia
271197701,NIKON D5600,,3200,600 mm,Flash did not fire,f/6.3,1/400 sec,4131 pixels x 3176 pixels,2.72 MB,,,,,Eurasian Wren,Troglodytes troglodytes,Jaume Lopez Puigbó,2020-10-15,2020,4.65,23,Europe
25290831,NIKON D7000,,400,300 mm,"Flash did not fire, auto",f/7.1,1/1250 sec,1500 pixels x 950 pixels,515.73 KB,,,,,Little Bittern,Botaurus minutus,Georges Olioso,2016-02-22,2016,4.65,26,Europe
548316651,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,400,234 mm,Flash did not fire,f/7.1,1/500 sec,5472 pixels x 3648 pixels,3.25 MB,,,,,Golden Eagle,Aquila chrysaetos,Harold Brewer,2022-04-22,2022,4.65,26,Europe
626669660,Canon EOS R7,EF100-400mm f/4.5-5.6L IS II USM,1600,400 mm,Flash did not fire,f/6.3,1/1250 sec,4562 pixels x 3041 pixels,4.58 MB,,,,,Ivory Gull,Pagophila eburnea,Tymon Świtała,2024-11-24,2024,4.65,23,Europe
449865111,COOLPIX P950,,450,178 mm,Flash did not fire,f/5.6,1/125 sec,4608 pixels x 3456 pixels,5.97 MB,,,,,White-capped Tanager,Sericossypha albocristata,Alejandro Ramirez - Kamarija Birding,2022-05-14,2022,4.65,65,South America
206847881,NIKON D500,,1600,600 mm,Flash did not fire,f/6.3,1/40 sec,5209 pixels x 3473 pixels,5.53 MB,,,,,Crimson Sunbird,Aethopyga siparaja,Bimal Modi,2020-01-28,2020,4.65,43,Asia
155347721,COOLPIX P900,,400,357 mm,"Flash did not fire, auto",f/6.5,1/160 sec,4608 pixels x 2642 pixels,5.5 MB,,,,,Golden-backed Mountain Tanager,Cnemathraupis aureodorsalis,Fernando Angulo - CORBIDI,2019-04-23,2019,4.65,23,South America
96732701,Canon EOS 5DS,EF100-400mm f/4.5-5.6L IS II USM,1000,400 mm,"Flash did not fire, auto",f/6.3,1/1600 sec,4988 pixels x 3558 pixels,2.36 MB,,,,,Russet-throated Puffbird,Hypnelus ruficollis,John Bruin,2018-04-10,2018,4.65,23,South America
482551201,NIKON D500,,1100,600 mm,Flash did not fire,f/6.3,1/640 sec,2815 pixels x 3463 pixels,3.48 MB,,,,,Willow Warbler,Phylloscopus trochilus,Hong Wang,2022-09-08,2022,4.65,34,Europe
376188721,NIKON D5500,,2500,480 mm,Flash did not fire,f/6.3,1/800 sec,1574 pixels x 1191 pixels,424.93 KB,,,,,Brahminy Starling,Sturnia pagodarum,Pratham Kini,2021-10-09,2021,4.65,34,Asia
240142081,COOLPIX P900,,560,321 mm,"Flash did not fire, auto",f/6.3,1/125 sec,1440 pixels x 1080 pixels,376.48 KB,,,,,Golden-rumped Euphonia,Chlorophonia cyanocephala,Geronimo Toledo,2020-05-30,2020,4.65,37,South America
308472631,COOLPIX P1000,,200,467 mm,Flash did not fire,f/7.1,1/500 sec,1440 pixels x 1080 pixels,317.74 KB,,,,,Little Ringed Plover,Thinornis dubius,Malyasri Bhattacharya,2021-02-12,2021,4.65,34,Asia
356068221,NIKON D5,500.0 mm f/4.0,800,700 mm,Flash did not fire,f/7.1,1/1250 sec,1200 pixels x 800 pixels,495.57 KB,,,,,Small Buttonquail,Turnix sylvaticus,Esha Munshi,2021-07-21,2021,4.64,42,Asia
401847871,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS USM,160,400 mm,Flash did not fire,f/6.3,1/640 sec,3168 pixels x 2094 pixels,1009.77 KB,,,,,Fuerteventura Stonechat,Saxicola dacotiae,Gareth Hughes,2016-02-20,2016,4.64,22,Africa
269677831,DMC-GX8,LEICA DG 100-400/F4.0-6.3,500,180 mm,Flash did not fire,f/4.8,1/1600 sec,1314 pixels x 1080 pixels,1.15 MB,,,,,Nankeen Night Heron,Nycticorax caledonicus,Peter Roupas,2020-10-09,2020,4.64,42,Australia
318760541,COOLPIX P900,,,214 mm,Flash did not fire,,,1440 pixels x 1080 pixels,1.14 MB,,,,,Indian Roller,Coracias benghalensis,Ranjeet Singh,2021-03-21,2021,4.64,28,Asia
164356971,Canon EOS REBEL T5,EF75-300mm f/4-5.6,200,290 mm,"Flash did not fire, auto",f/8.0,1/500 sec,3380 pixels x 2114 pixels,1.11 MB,,,,,Ringed Kingfisher,Megaceryle torquata,Rodrigo Trecaman,2018-05-23,2018,4.64,28,South America
90843741,NIKON D200,300.0-800.0 mm f/5.6,800,550 mm,Flash did not fire,f/6.3,1/250 sec,1875 pixels x 2500 pixels,715.39 KB,,,,,Eurasian Eagle-Owl,Bubo bubo,Don de la Rambelje,2015-03-06,2015,4.64,36,Europe
77450861,Canon EOS-1D Mark III,TAMRON SP 150-600mm F/5-6.3 Di VC USD A011,800,600 mm,Flash did not fire,f/6.3,1/200 sec,2069 pixels x 1386 pixels,1.79 MB,,,,,Blue-tufted Starthroat,Heliomaster furcifer,Gustavo Pinto,2017-11-17,2017,4.64,28,South America
320222601,COOLPIX P950,,100,357 mm,Flash did not fire,f/6.5,1/800 sec,4290 pixels x 3263 pixels,4.34 MB,,,,,Woodchat Shrike,Lanius senator,Valia Pavlou,2021-03-27,2021,4.64,22,Europe
219689841,Canon EOS REBEL T4i,EF70-200mm f/2.8L IS USM,400,200 mm,"Flash did not fire, auto",f/5.6,1/250 sec,3394 pixels x 2263 pixels,4.91 MB,,,,,Golden-tailed Sapphire,Chrysuronia oenone,Oswaldo Hernández Sánchez,2020-01-01,2020,4.63,51,South America
216017771,Canon EOS 90D,EF500mm f/4L IS USM +1.4x III,400,700 mm,Flash did not fire,f/9.0,1/1000 sec,2400 pixels x 1600 pixels,3.47 MB,,,,,Great Crested Grebe,Podiceps cristatus,Bob  Wood,2020-03-16,2020,4.63,46,Europe
612928283,Canon EOS 90D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,1250,600 mm,Flash did not fire,f/6.3,1/500 sec,4758 pixels x 2886 pixels,3.62 MB,,,,,White-throated Sparrow,Zonotrichia albicollis,Eric Mozas Casamayor,2024-01-01,2024,4.63,27,Europe
204824661,Canon EOS 600D,EF100-400mm f/4.5-5.6L IS USM,320,400 mm,"Flash did not fire, auto",f/5.6,1/1600 sec,1697 pixels x 1249 pixels,569.18 KB,,,,,White-shouldered Ibis,Pseudibis davisoni,Luis Mario Arce,2016-03-26,2016,4.63,27,Asia
196425921,NIKON D7200,,,600 mm,"Flash did not fire, auto",f/8.0,1/1000 sec,1920 pixels x 1080 pixels,342.3 KB,,,,,Short-eared Owl,Asio flammeus,Prem Prakash Garg,2019-12-29,2019,4.63,27,Asia
82309001,Canon EOS 750D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,1600,600 mm,"Flash did not fire, auto",f/6.3,1/80 sec,3872 pixels x 2581 pixels,7.42 MB,,,,,Sarus Crane,Antigone antigone,Indranil Bhattacharjee,2017-12-27,2017,4.63,38,Asia
399677431,Canon EOS-1D X Mark II,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,400,600 mm,Flash did not fire,f/6.3,1/250 sec,3407 pixels x 1925 pixels,3 MB,,,,,Naumann's Thrush,Turdus naumanni,Ken Kwan,2021-12-28,2021,4.63,35,Asia
40558591,Canon EOS 600D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,500,562 mm,"Flash did not fire, auto",f/9.0,1/1000 sec,2097 pixels x 1253 pixels,1.71 MB,,,,,Peregrine Falcon (Shaheen),Falco peregrinus peregrinator,SANDIPAN GHOSH,2016-11-08,2016,4.63,110,Asia
216406531,NIKON D5300,,800,400 mm,Flash did not fire,f/6.3,1/125 sec,6000 pixels x 4000 pixels,3.58 MB,,,,,King Penguin,Aptenodytes patagonicus,Jeff Daley,2019-12-27,2019,4.63,46,Antarctica
99705581,Canon EOS 70D,EF100-400mm f/4.5-5.6L IS II USM,320,400 mm,"Flash did not fire, auto",f/6.3,1/2000 sec,1388 pixels x 927 pixels,243.42 KB,,,,,Alpine Swift,Tachymarptis melba,Alvaro Jaramillo,2018-05-11,2018,4.62,55,Europe
125164551,Canon EOS 5DS,,2500,400 mm,"Flash did not fire, auto",f/6.3,1/80 sec,2048 pixels x 1365 pixels,1.33 MB,,,,,Crimson-headed Partridge,Haematortyx sanguiniceps,Zhong Ying Koay,2018-03-01,2018,4.62,26,Asia
369613181,Canon EOS 80D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,250,600 mm,Flash did not fire,f/9.0,1/640 sec,3821 pixels x 2547 pixels,6.33 MB,,,,,Red-backed Kingfisher,Todiramphus pyrrhopygius,Michael F,2021-09-15,2021,4.62,50,Australia
499617911,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,100,500 mm,Flash did not fire,f/7.1,1/800 sec,1826 pixels x 1895 pixels,291.44 KB,,,,,Great Cormorant,Phalacrocorax carbo,Paul Passant,2022-11-01,2022,4.62,21,Asia
307433611,Canon EOS 5D Mark IV,EF800mm f/5.6L IS USM,800,800 mm,Flash did not fire,f/5.6,1/1000 sec,1500 pixels x 1000 pixels,182.11 KB,,,,,Dupont's Lark,Chersophilus duponti,Ricardo Rodríguez,2019-05-05,2019,4.62,34,Europe
491466871,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,640,600 mm,Flash did not fire,f/6.3,1/800 sec,5026 pixels x 3354 pixels,8.22 MB,,,,,Pink-footed Goose,Anser brachyrhynchus,Zsolt Semperger,2022-10-08,2022,4.62,34,Europe
501766351,X-T3,XF100-400mmF4.5-5.6 R LM OIS WR,320,400 mm,Flash did not fire,f/6.4,1/1250 sec,3840 pixels x 2160 pixels,4.63 MB,,,,,Northern Wheatear,Oenanthe oenanthe,Ali Ragıp ERASLAN,2022-05-02,2022,4.62,34,Asia
456189081,NIKON D500,TAMRON SP AF 150-600mm F5-6.3 VC USD A011N,250,300 mm,Flash did not fire,f/7.1,1/640 sec,4203 pixels x 2642 pixels,675.09 KB,,,,,Common Wood-Pigeon,Columba palumbus,Tomasz Gustyn,2022-05-30,2022,4.62,47,Europe
347111631,NIKON D5600,200.0-500.0 mm f/5.6,100,500 mm,Flash did not fire,f/5.6,1/250 sec,5617 pixels x 4000 pixels,3 MB,,,,,Sooty Oystercatcher,Haematopus fuliginosus,Aidan Powell,2021-06-12,2021,4.62,24,Australia
90800291,NIKON D750,150.0-600.0 mm f/5.0-6.3,1000,600 mm,"Flash did not fire, auto",f/6.3,1/500 sec,2783 pixels x 1858 pixels,3.07 MB,,,,,Least Seedsnipe,Thinocorus rumicivorus,Vicente Pantoja Maggi,2017-07-02,2017,4.62,24,South America
148982701,NIKON D7100,,320,300 mm,"Flash did not fire, auto",f/6.3,1/1000 sec,2196 pixels x 1464 pixels,3.96 MB,,,,,Eurasian Coot,Fulica atra,Johan Mellquist,2019-04-04,2019,4.62,26,Europe
109972141,NIKON D5200,,400,155 mm,"Flash did not fire, auto",f/4.8,1/1600 sec,6000 pixels x 4000 pixels,5.07 MB,,,,,Kelp Gull,Larus dominicanus,Natalia Villar,2018-08-04,2018,4.62,26,South America
110045611,NIKON D5300,70.0-300.0 mm f/4.0-5.6,360,300 mm,"Flash did not fire, auto",f/5.6,1/2000 sec,5698 pixels x 3205 pixels,1.58 MB,,,,,Aplomado Falcon,Falco femoralis,Tiago Rivadeo Pla,2018-08-06,2018,4.62,26,South America
172132791,NIKON D5200,200-500mm f/5.6,400,500 mm,"Flash did not fire, auto",f/5.6,1/1250 sec,5637 pixels x 3730 pixels,7.75 MB,,,,,Sirkeer Malkoha,Taccocua leschenaultii,Karmannye Chaudhary,2019-08-12,2019,4.62,37,Asia
374227091,Canon EOS 80D,EF400mm f/5.6L USM,500,400 mm,Flash did not fire,f/11.0,1/800 sec,1720 pixels x 1146 pixels,1.96 MB,,,,,Baer's Pochard,Aythya baeri,Tarik Hasan,2020-02-28,2020,4.62,53,Asia
272801051,NIKON D7500,150.0-600.0 mm f/5.0-6.3,560,600 mm,Flash did not fire,f/7.1,1/1250 sec,1300 pixels x 867 pixels,706.34 KB,,,,,Southern Lapwing,Vanellus chilensis,Raul Aguero,2020-10-17,2020,4.62,37,South America
205935471,Canon EOS-1D X Mark II,,3200,700 mm,"Flash did not fire, auto",f/8.0,1/6400 sec,900 pixels x 600 pixels,95.04 KB,,,,,Elliot's Storm-Petrel,Oceanites gracilis,John Holmes,2017-10-23,2017,4.62,39,South America
22105461,Canon EOS 7D,,1250,400 mm,"Flash did not fire, auto",f/5.6,1/8000 sec,5184 pixels x 3456 pixels,6.67 MB,,,,,Rüppell's Bustard,Heterotetrax rueppelii,John Fitzpatrick,2015-12-06,2015,4.62,21,Africa
